type,_algorithm,commodity_name,id,entity_name,Description,Activities,kind,qty_tons,date,flag_country,company,tonnage,length_overall,style,fish_species_present
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_278916d8,,,,,90.0,2035-11-08,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_27893eee,,,,,48.75,2035-11-11,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_278946b7,,,,,52.50000000000001,2035-11-16,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_27895231,,,,,43.125,2035-11-19,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_27896f85,,,,,-1.875,2035-11-23,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_278978da,,,,,-1.875,2035-11-26,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_27898201,,,,,63.75000000000001,2035-11-30,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_27906f30,,,,,39.375,2035-10-04,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_27909784,,,,,33.0,2035-07-20,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_27910a64,,,,,-3.0,2035-07-21,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_27911e0c,,,,,43.5,2035-07-27,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_27912d20,,,,,33.0,2035-07-29,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_27914c15,,,,,57.0,2035-08-05,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_27915bd2,,,,,49.5,2035-08-10,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_27917ddf,,,,,22.5,2035-08-17,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_27919414,,,,,3.0,2035-08-19,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_279215dc,,,,,54.0,2035-08-26,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_27923e81,,,,,37.5,2035-09-02,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_27924f1f,,,,,19.5,2035-09-07,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_27925e32,,,,,42.00000000000001,2035-09-09,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_2792611c,,,,,51.00000000000001,2035-09-14,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_27927fed,,,,,42.00000000000001,2035-09-16,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_27928019,,,,,40.5,2035-09-21,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_27931dc2,,,,,45.0,2035-09-28,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_279329aa,,,,,45.0,2035-09-30,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_27934a9a,,,,,48.0,2035-10-07,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_279352a3,,,,,54.0,2035-10-12,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_279377dc,,,,,54.0,2035-10-19,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_27938d37,,,,,40.5,2035-10-21,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_279418dc,,,,,51.00000000000001,2035-10-28,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_27942002,,,,,43.5,2035-11-02,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_27945cb3,,,,,36.0,2035-11-27,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_27946e6b,,,,,76.5,2035-11-30,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_27948535,,,,,52.50000000000001,2035-11-06,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_2795207a,,,,,30.0,2035-08-18,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_27953b64,,,,,1.875,2035-08-22,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_27954309,,,,,30.0,2035-08-27,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_2795555c,,,,,52.50000000000001,2035-09-01,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_27956e39,,,,,39.375,2035-09-08,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_27958d1d,,,,,43.125,2035-09-17,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_2795952c,,,,,52.50000000000001,2035-11-10,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_27960276,,,,,30.0,2035-09-22,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_2796180b,,,,,71.25,2035-09-29,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_27962f56,,,,,41.25,2035-10-03,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_2796370e,,,,,5.625,2035-10-08,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_279654cc,,,,,54.37499999999999,2035-10-20,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_27967431,,,,,67.5,2035-10-29,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_27968e56,,,,,56.25,2035-11-03,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_27969133,,,,,61.875,2035-11-17,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_279708b8,,,,,61.875,2035-11-21,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_279719b7,,,,,58.125,2035-11-26,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_27976280,,,,,24.375,2035-11-03,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_279782b2,,,,,31.25,2035-06-29,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_279793a7,,,,,15.625,2035-07-01,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_279807eb,,,,,7.5,2035-07-03,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_279810c7,,,,,24.375,2035-07-04,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_27982bab,,,,,11.25,2035-07-07,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_27983c11,,,,,16.25,2035-07-07,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_279843af,,,,,18.75,2035-07-10,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_279859e0,,,,,17.5,2035-07-11,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_27986589,,,,,2.5,2035-07-13,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_279873bb,,,,,23.75,2035-11-10,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_279881cc,,,,,20.0,2035-07-15,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_2798901c,,,,,16.875,2035-07-18,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_27990fb1,,,,,24.375,2035-07-19,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_27991e2e,,,,,23.125,2035-07-20,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_27992fd7,,,,,11.25,2035-07-22,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_279937eb,,,,,49.375,2035-07-24,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_27994f4b,,,,,16.875,2035-07-26,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_27995a4b,,,,,15.0,2035-07-27,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_27996833,,,,,13.125,2035-07-29,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_27997b33,,,,,19.375,2035-08-01,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_27998afe,,,,,6.875,2035-11-17,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_279996df,,,,,23.75,2035-08-01,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_28000476,,,,,29.375,2035-08-04,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_280014d5,,,,,20.0,2035-08-04,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_280027f9,,,,,21.25,2035-08-07,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_2800334d,,,,,11.875,2035-08-08,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_280044d9,,,,,16.875,2035-08-11,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_2800569c,,,,,19.375,2035-08-11,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_28006a7d,,,,,16.25,2035-08-14,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_28007a33,,,,,32.5,2035-08-15,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_2800836a,,,,,13.125,2035-08-17,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_28009041,,,,,45.0,2035-11-20,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_280109ee,,,,,26.875,2035-08-18,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_2801156f,,,,,27.5,2035-08-21,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_280121f4,,,,,23.125,2035-08-23,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_28013c9c,,,,,7.5,2035-08-24,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_2801447b,,,,,1.25,2035-08-26,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_28015cf9,,,,,31.875,2035-08-28,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_280160af,,,,,28.125,2035-08-30,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_2801721a,,,,,26.875,2035-09-01,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_28018c74,,,,,21.25,2035-09-01,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_28019053,,,,,36.875,2035-09-06,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_28020d07,,,,,19.375,2035-11-30,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_28021b14,,,,,28.125,2035-09-07,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_28022bfa,,,,,30.625,2035-09-09,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_28023e72,,,,,14.375,2035-09-11,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_280248e7,,,,,18.75,2035-09-14,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_28025623,,,,,18.125,2035-09-14,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_28026892,,,,,26.25,2035-09-18,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_28027463,,,,,28.125,2035-09-19,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_280288df,,,,,18.75,2035-09-22,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_2802936c,,,,,13.125,2035-09-23,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_28030c52,,,,,33.75,2035-09-25,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_28032840,,,,,12.5,2035-09-26,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_28033d6d,,,,,22.5,2035-09-29,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_28034622,,,,,43.125,2035-09-30,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_28035141,,,,,16.25,2035-10-02,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_28036bdd,,,,,18.125,2035-10-03,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_28037a4c,,,,,15.625,2035-10-05,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_28038a0d,,,,,22.5,2035-10-07,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_28039dda,,,,,20.625,2035-10-10,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_28040bb2,,,,,9.375,2035-10-11,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_28044392,,,,,28.5,2035-06-12,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_28045f8a,,,,,15.0,2035-06-27,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_28056c42,,,,,20.25,2035-06-29,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_28065342,,,,,18.75,2035-06-30,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_28066b69,,,,,24.0,2035-07-03,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_28067de6,,,,,15.0,2035-07-04,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_2806869a,,,,,20.25,2035-07-06,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_28069dcc,,,,,15.0,2035-07-07,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_2807091b,,,,,17.25,2035-07-10,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_28071c55,,,,,9.0,2035-07-11,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_28072952,,,,,28.5,2035-07-13,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_28073c8d,,,,,33.0,2035-06-13,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_2807479d,,,,,23.25,2035-07-14,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_28075556,,,,,12.750000000000002,2035-07-17,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_28076174,,,,,24.75,2035-07-18,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_2807721c,,,,,29.25,2035-07-20,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_28078681,,,,,13.5,2035-07-21,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_28079623,,,,,18.0,2035-07-24,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_280802ce,,,,,11.25,2035-07-25,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_28081952,,,,,28.5,2035-07-27,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_2808294f,,,,,15.0,2035-07-28,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_28083917,,,,,28.5,2035-07-31,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_2808436d,,,,,21.75,2035-06-15,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_28085edd,,,,,24.75,2035-08-01,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_28086dc7,,,,,27.75,2035-08-03,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_2808741b,,,,,23.25,2035-08-04,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_28088a6e,,,,,29.25,2035-08-07,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_28089e02,,,,,27.75,2035-08-08,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_28090be2,,,,,14.25,2035-08-10,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_28091df5,,,,,21.75,2035-08-11,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_28092930,,,,,4.5,2035-08-14,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_28093f5e,,,,,21.75,2035-08-15,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_28094373,,,,,33.0,2035-08-17,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_2809595e,,,,,18.75,2035-06-16,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_28096431,,,,,23.25,2035-08-18,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_28097bde,,,,,20.25,2035-08-21,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_28098db9,,,,,12.0,2035-08-22,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_28099adf,,,,,20.25,2035-08-24,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_28100e56,,,,,22.5,2035-08-25,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_281018b5,,,,,16.5,2035-08-28,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_281023a1,,,,,14.25,2035-08-29,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_28103c51,,,,,25.500000000000004,2035-08-31,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_28104711,,,,,24.75,2035-09-01,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_28105b05,,,,,20.25,2035-09-04,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_28106a99,,,,,21.75,2035-06-19,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_28107862,,,,,-2.25,2035-09-05,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_28108922,,,,,21.000000000000004,2035-09-07,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_281099ec,,,,,8.25,2035-09-08,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_2811013b,,,,,12.0,2035-09-11,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_281110da,,,,,24.75,2035-09-12,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_281127fd,,,,,21.75,2035-09-14,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_281138c1,,,,,16.5,2035-09-15,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_2811483d,,,,,22.5,2035-09-18,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_281159ae,,,,,15.75,2035-09-19,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_28116aa2,,,,,11.25,2035-09-21,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_2811700d,,,,,7.5,2035-06-20,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_28118d3f,,,,,29.25,2035-09-22,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_28119e25,,,,,15.75,2035-09-25,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_2812071d,,,,,2.25,2035-09-26,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_28121cd6,,,,,27.0,2035-09-28,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_28122897,,,,,21.000000000000004,2035-09-29,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_2812332d,,,,,17.25,2035-10-02,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_28124c5b,,,,,1.5,2035-10-03,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_28125352,,,,,18.75,2035-10-05,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_28126af7,,,,,8.25,2035-10-06,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_281277c7,,,,,6.0,2035-10-09,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_2812892d,,,,,33.75,2035-06-22,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_281299ad,,,,,24.75,2035-10-10,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_281306c9,,,,,24.75,2035-10-12,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_2813198d,,,,,22.5,2035-10-13,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_281324f7,,,,,20.25,2035-10-16,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_28133c56,,,,,2.25,2035-10-17,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_281340f0,,,,,21.75,2035-10-19,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_281357e4,,,,,19.5,2035-10-20,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_2813617d,,,,,28.5,2035-10-23,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_28137a66,,,,,25.500000000000004,2035-10-24,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_28138762,,,,,24.0,2035-10-26,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_2813937d,,,,,12.0,2035-06-23,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_2814013f,,,,,20.25,2035-10-27,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_28141e9c,,,,,12.750000000000002,2035-10-30,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_28142948,,,,,30.749999999999996,2035-10-31,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_2814310b,,,,,23.25,2035-11-02,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_28144e02,,,,,27.0,2035-11-03,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_28145c36,,,,,19.5,2035-11-06,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_28146de9,,,,,24.0,2035-11-07,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_2814737b,,,,,0.75,2035-11-09,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_28148c12,,,,,-2.25,2035-11-10,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_2814951a,,,,,23.25,2035-11-13,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_28150b10,,,,,8.25,2035-06-26,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_28151c14,,,,,1.5,2035-11-14,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_281529b8,,,,,23.25,2035-11-16,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_28153443,,,,,15.75,2035-11-17,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_281549bf,,,,,20.25,2035-11-20,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_28155e2d,,,,,21.000000000000004,2035-11-21,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_28156eb9,,,,,16.5,2035-11-23,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_28157fe2,,,,,-0.75,2035-11-24,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_2815837b,,,,,18.75,2035-11-27,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_28159dea,,,,,26.25,2035-11-28,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_2816033b,,,,,15.0,2035-11-30,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_2816107b,,,,,-2.0,2035-11-04,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_28170cdc,,,,,34.0,2035-08-03,,,,,,
Entity.Document.DeliveryReport,CatchMate ('arrrr' edition),,cargo_2035_281711e8,,,,,27.0,2035-08-06,,,,,,
